report_date	report	source_family_id	arxiv_id	primary_identifier	prior_first_public_date	published	updated	primary_category	latest_version	scheduled_announcement_et	schedule_first_public_asia_shanghai	schedule_owner_report_date	datacite_doi	datacite_created	datacite_registered	datacite_owner_report_date	datacite_created_et_month	resolved_owner_report_date	schedule_matches_datacite_owner	identifier_month_matches_owner	reconciliation	withdrawn_keyword_signal	prior_state	prior_review_status	prior_books_disposition	title
2026-06-01	papers/2026/06/01/README.md	SF-JUDGE-PANEL-CALIBRATION	2606.01034	arXiv:2606.01034v1	2026-05-31	2026-05-31T05:50:27Z	2026-08-20T08:54:23Z	cs.CL	2606.01034v2	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01034	2026-06-02T04:05:43Z	2026-06-02T04:05:43Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	A Finite-Calibration Regime Map for LLM Judge Panels
2026-06-01	papers/2026/06/01/README.md	SF-ML-LIFECYCLE-ASSESSMENT	2606.07632	arXiv:2606.07632v1	2026-05-31	2026-05-31T05:58:12Z	2026-05-31T05:58:12Z	cs.LG	2606.07632v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.07632	2026-06-09T03:10:44Z	2026-06-09T03:10:44Z	2026-06-09	2606	2026-06-09	no	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Evaluation of ML Resource Utilization Requires Model Life Cycle Assessment
2026-06-01	papers/2026/06/01/README.md	SF-LEYLINE-KV-DIRECTIVES	2606.01065	arXiv:2606.01065v1	2026-05-31	2026-05-31T07:13:15Z	2026-05-31T07:13:15Z	cs.DC	2606.01065v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01065	2026-06-02T04:06:29Z	2026-06-02T04:06:30Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Leyline: KV Cache Directives for Agentic Inference
2026-06-01	papers/2026/06/01/README.md	SF-RLVR-VERIFIER-FUZZING	2606.01066	arXiv:2606.01066v1	2026-05-31	2026-05-31T07:18:07Z	2026-05-31T07:18:07Z	cs.AI	2606.01066v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01066	2026-06-02T04:06:30Z	2026-06-02T04:06:31Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Before the Model Learns the Bug:Fuzzing RLVR Verifiers
2026-06-01	papers/2026/06/01/README.md	SF-DEEP-RESEARCH-RUBRIC-RL	2606.01091	arXiv:2606.01091v1	2026-05-31	2026-05-31T08:25:04Z	2026-05-31T08:25:04Z	cs.CL	2606.01091v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01091	2026-06-02T04:07:07Z	2026-06-02T04:07:07Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	Deep Research as Rubric for Reinforcement Learning
2026-06-01	papers/2026/06/01/README.md	SF-LOCAL-MIXVR	2606.01128	arXiv:2606.01128v1	2026-05-31	2026-05-31T10:02:15Z	2026-05-31T10:02:15Z	cs.LG	2606.01128v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01128	2026-06-02T04:08:00Z	2026-06-02T04:08:01Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Local MixVR: Breaking the Communication-Sample Dependence in Distributed Learning
2026-06-01	papers/2026/06/01/README.md	SF-MEMORYWIRE	2606.01138	arXiv:2606.01138v1	2026-05-31	2026-05-31T10:18:56Z	2026-08-12T16:48:32Z	cs.CR	2606.01138v4	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01138	2026-06-02T04:08:15Z	2026-06-02T04:08:15Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	memorywire: A Vendor-Neutral Wire Format for Agent Memory Operations
2026-06-01	papers/2026/06/01/README.md	SF-SKILLREVISE	2606.01139	arXiv:2606.01139v1	2026-05-31	2026-05-31T10:19:13Z	2026-06-17T05:10:07Z	cs.AI	2606.01139v3	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01139	2026-06-02T04:08:16Z	2026-06-02T04:08:17Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	SkillRevise: Improving LLM-Authored Agent Skills via Trace-Conditioned Skill Revision
2026-06-01	papers/2026/06/01/README.md	SF-RL-SHARED-PREFIX-REUSE	2606.01143	arXiv:2606.01143v1	2026-05-31	2026-05-31T10:24:10Z	2026-06-03T04:16:23Z	cs.DC	2606.01143v3	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01143	2026-06-02T04:08:22Z	2026-06-02T04:08:23Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Schedule-Level Shared-Prefix Reuse for LLM RL Training
2026-06-01	papers/2026/06/01/README.md	SF-SPARSE-REPEATED-TRAINING	2606.01155	arXiv:2606.01155v1	2026-05-31	2026-05-31T10:51:18Z	2026-05-31T10:51:18Z	cs.LG	2606.01155v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01155	2026-06-02T04:08:39Z	2026-06-02T04:08:40Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	When Data Is Scarce: Scaling Sparse Language Models with Repeated Training
2026-06-01	papers/2026/06/01/README.md	SF-LAKEHOUSE-SKILL-OPTIMIZATION	2606.01185	arXiv:2606.01185v1	2026-05-31	2026-05-31T11:58:04Z	2026-07-16T11:25:21Z	cs.AI	2606.01185v2	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01185	2026-06-02T04:09:22Z	2026-06-02T04:09:23Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	"""Skill Issues'': Data-Centric Optimization of Lakehouse Agents"
2026-06-01	papers/2026/06/01/README.md	SF-LOW-RESOURCE-SAFETY-ACTION	2606.01196	arXiv:2606.01196v1	2026-05-31	2026-05-31T12:19:40Z	2026-05-31T12:19:40Z	cs.CL	2606.01196v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01196	2026-06-02T04:09:39Z	2026-06-02T04:09:40Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Low-Resource Safety Failures Are Action Failures, Not Representation Failures
2026-06-01	papers/2026/06/01/README.md	SF-DISCOURSEFLIP	2606.01212	arXiv:2606.01212v1	2026-05-31	2026-05-31T13:03:47Z	2026-06-03T04:47:29Z	cs.CL	2606.01212v2	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01212	2026-06-02T04:10:04Z	2026-06-02T04:10:05Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	DiscourseFlip: An Oblique Discourse-Level Opinion Manipulation Attack against Black-box Retrieval-Augmented Generation
2026-06-01	papers/2026/06/01/README.md	SF-RAG-INFERENCE-COST-ATTACK	2606.02643	arXiv:2606.02643v1	2026-05-31	2026-05-31T15:11:59Z	2026-05-31T15:11:59Z	cs.CR	2606.02643v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.02643	2026-06-03T02:00:32Z	2026-06-03T02:00:32Z	2026-06-03	2606	2026-06-03	no	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Inference Cost Attacks for Retrieval-Augmented Large Language Models
2026-06-01	papers/2026/06/01/README.md	SF-SKILLADAPTOR	2606.01311	arXiv:2606.01311v1	2026-05-31	2026-05-31T16:00:10Z	2026-05-31T16:00:10Z	cs.CL	2606.01311v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01311	2026-06-02T04:12:31Z	2026-06-02T04:12:32Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	SkillAdaptor: Self-Adapting Skills for LLM Agents from Trajectories
2026-06-01	papers/2026/06/01/README.md	SF-SKILLSMITH	2606.01314	arXiv:2606.01314v1	2026-05-31	2026-05-31T16:01:19Z	2026-05-31T16:01:19Z	cs.AI	2606.01314v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01314	2026-06-02T04:12:35Z	2026-06-02T04:12:36Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	SkillSmith: Co-Evolving Skills and Tools for Self-Improving Agent Systems
2026-06-01	papers/2026/06/01/README.md	SF-SABER-CODING-AGENT-SAFETY	2606.01317	arXiv:2606.01317v1	2026-05-31	2026-05-31T16:06:02Z	2026-08-24T03:47:15Z	cs.SE	2606.01317v2	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01317	2026-06-02T04:12:39Z	2026-06-02T04:12:40Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	SABER: Benchmarking Operational Safety of LLM Coding Agents in Stateful Project Workspaces
2026-06-01	papers/2026/06/01/README.md	SF-RINGELMANN-MAS	2606.02646	arXiv:2606.02646v1	2026-05-31	2026-05-31T16:19:54Z	2026-05-31T16:19:54Z	physics.soc-ph	2606.02646v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.02646	2026-06-03T02:00:36Z	2026-06-03T02:00:37Z	2026-06-03	2606	2026-06-03	no	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	The Ringelmann Effect in Multi-Agent LLM Systems: A Scaling Law for Effective Team Size
2026-06-01	papers/2026/06/01/README.md	SF-FAILURE-AWARE-MAS-OBS	2606.01365	arXiv:2606.01365v1	2026-05-31	2026-05-31T17:50:11Z	2026-06-15T03:12:10Z	cs.AI	2606.01365v2	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01365	2026-06-02T04:13:48Z	2026-06-02T04:13:49Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Early Diagnosis of Wasted Computation in Multi-Agent LLM Systems via Failure-Aware Observability
2026-06-01	papers/2026/06/01/README.md	SF-RESIDENT-KV-CLAIMS	2606.01387	arXiv:2606.01387v1	2026-05-31	2026-05-31T18:23:21Z	2026-05-31T18:23:21Z	cs.DC	2606.01387v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01387	2026-06-02T04:14:20Z	2026-06-02T04:14:21Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Fail-Closed Lowering of Resident KV Claims onto LLM Serving Runtimes
2026-06-01	papers/2026/06/01/README.md	SF-AIREP	2608.21363	arXiv:2608.21363v1	2026-05-31	2026-05-31T18:24:59Z	2026-05-31T18:24:59Z	cs.AI	2608.21363v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2608.21363	2026-08-25T02:55:00Z	2026-08-25T02:55:00Z	2026-08-25	2608	2026-08-25	no	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	AIREP: A Protocol for Per-Decision Evidence in AI Runtime Governance
2026-06-01	papers/2026/06/01/README.md	SF-DP-RAG-DATASTORE	2606.01413	arXiv:2606.01413v1	2026-05-31	2026-05-31T19:18:43Z	2026-05-31T19:18:43Z	cs.CR	2606.01413v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01413	2026-06-02T04:14:57Z	2026-06-02T04:14:58Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Differentially Private Datastore Generation for Retrieval-Augmented Inference
2026-06-01	papers/2026/06/01/README.md	SF-SELF-HEALING-ORCHESTRATOR	2606.01416	arXiv:2606.01416v1	2026-05-31	2026-05-31T19:27:22Z	2026-05-31T19:27:22Z	cs.AI	2606.01416v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01416	2026-06-02T04:15:01Z	2026-06-02T04:15:02Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Self-Healing Agentic Orchestrators for Reliable Tool-Augmented Large Language Model Systems
2026-06-01	papers/2026/06/01/README.md	SF-MEMORY-FRESHNESS-ASSEMBLY	2606.01435	arXiv:2606.01435v1	2026-05-31	2026-05-31T20:13:43Z	2026-08-02T16:06:48Z	cs.AI	2606.01435v2	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01435	2026-06-02T04:15:28Z	2026-06-02T04:15:29Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Reliable Post-Retrieval Assembly for Agent Memory: Separating Evidence Extraction from Policy Execution
2026-06-01	papers/2026/06/01/README.md	SF-REASONING-PRODUCTION-EVAL-GAP	2606.01462	arXiv:2606.01462v1	2026-05-31	2026-05-31T21:46:52Z	2026-05-31T21:46:52Z	cs.AI	2606.01462v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01462	2026-06-02T04:16:05Z	2026-06-02T04:16:06Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	An Enigma of Artificial Reason: Investigating the Production-Evaluation Gap in Large Reasoning Models
2026-06-01	papers/2026/06/01/README.md	SF-CLAWHUB-SECURITY-SIGNALS	2606.01494	arXiv:2606.01494v1	2026-05-31	2026-05-31T23:20:25Z	2026-05-31T23:20:25Z	cs.CR	2606.01494v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01494	2026-06-02T04:16:51Z	2026-06-02T04:16:51Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	ClawHub Security Signals: When VirusTotal, Static Analysis, and SkillSpector Disagree
2026-06-01	papers/2026/06/01/README.md	SF-CROSS-INSTANCE-LATENT-REDISTRIBUTION	2606.01502	arXiv:2606.01502v1	2026-05-31	2026-05-31T23:53:24Z	2026-05-31T23:53:24Z	cs.DC	2606.01502v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01502	2026-06-02T04:17:02Z	2026-06-02T04:17:03Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Move the Query, Not the Cache: Characterizing Cross-Instance Latent Attention Redistribution Across GPU Fabrics
2026-06-01	papers/2026/06/01/README.md	SF-AGENT-OPERATING-SYSTEM	2606.01508	arXiv:2606.01508v1	2026-06-01	2026-06-01T00:08:03Z	2026-06-01T00:08:03Z	cs.CR	2606.01508v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01508	2026-06-02T04:17:10Z	2026-06-02T04:17:11Z	2026-06-02	2606	2026-06-02	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Agent Operating Systems (AOS): Integrating Agentic Control Planes into, and Beyond, Traditional Operating Systems
2026-06-01	papers/2026/06/01/README.md	SF-AGENT-FALSE-SUCCESS	2606.09863	arXiv:2606.09863v1	2026-06-01	2026-06-01T00:13:23Z	2026-06-01T00:13:23Z	cs.LG	2606.09863v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.09863	2026-06-10T01:52:40Z	2026-06-10T01:52:41Z	2026-06-10	2606	2026-06-10	no	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	From Confident Closing to Silent Failure: Characterizing False Success in LLM Agents
2026-06-01	papers/2026/06/01/README.md	SF-LONG-RUN-AGENT-EPISTEMIC-INTEGRITY	2606.04017	arXiv:2606.04017v1	2026-06-01	2026-06-01T00:56:23Z	2026-06-01T00:56:23Z	cs.SE	2606.04017v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.04017	2026-06-04T01:49:32Z	2026-06-04T01:49:33Z	2026-06-04	2606	2026-06-04	no	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Neither Layer Alone: Epistemic Integrity Requires Hierarchical Joint Design for Long-Running AI Agents
2026-06-02	papers/2026/06/02/README.md	SF-KV-QUANT-ALIGNMENT-COLLAPSE	2606.09864	arXiv:2606.09864v1	2026-06-01	2026-06-01T02:02:20Z	2026-08-08T15:57:15Z	cs.LG	2606.09864v2	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.09864	2026-06-10T01:52:42Z	2026-06-10T01:52:43Z	2026-06-10	2606	2026-06-10	no	yes	owner_move_required	no	retained	deep_complete	Integrate	Alignment Collapse Under KV Cache Quantization: Diagnosis and Mitigation
2026-06-02	papers/2026/06/02/README.md	SF-SKILL-INJECTION-GUARDIAN	2606.01567	arXiv:2606.01567v1	2026-06-01	2026-06-01T02:13:49Z	2026-06-07T16:45:42Z	cs.CR	2606.01567v2	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01567	2026-06-02T04:18:40Z	2026-06-02T04:18:41Z	2026-06-02	2606	2026-06-02	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	No Change — Existing Coverage	Defenses & Enablers For Skill Injection Attacks on Terminal Based Agents
2026-06-02	papers/2026/06/02/README.md	SF-ROBOTRUSTBENCH-WORLD-MODEL	2606.01600	arXiv:2606.01600v1	2026-06-01	2026-06-01T02:56:09Z	2026-08-31T01:42:10Z	cs.CV	2606.01600v2	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01600	2026-06-02T04:19:27Z	2026-06-02T04:19:28Z	2026-06-02	2606	2026-06-02	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	No Change — Existing Coverage	RoboTrustBench: Benchmarking the Trustworthiness of Video World Models for Robotic Manipulation
2026-06-02	papers/2026/06/02/README.md	SF-EXECUTION-GROUNDED-CODING-AGENT-SECURITY	2607.22569	arXiv:2607.22569v1	2026-06-01	2026-06-01T04:20:25Z	2026-06-01T04:20:25Z	cs.AI	2607.22569v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2607.22569	2026-07-28T02:53:07Z	2026-07-28T02:53:08Z	2026-07-28	2607	2026-07-28	no	yes	owner_move_required	no	retained	deep_complete	Integrate	Execution-Grounded Security Testing for Coding Agents in Software Engineering Pipelines
2026-06-02	papers/2026/06/02/README.md	SF-OPTCC-ASYMMETRIC-ALLREDUCE	2606.01680	arXiv:2606.01680v1	2026-06-01	2026-06-01T04:40:41Z	2026-06-01T04:40:41Z	cs.DC	2606.01680v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01680	2026-06-02T04:21:22Z	2026-06-02T04:21:23Z	2026-06-02	2606	2026-06-02	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Don't Let a Few Network Failures Slow the Entire AllReduce
2026-06-02	papers/2026/06/02/README.md	SF-GAIATRACE-VIDUR-AGENT	2606.01725	arXiv:2606.01725v1	2026-06-01	2026-06-01T05:43:16Z	2026-06-01T05:43:16Z	cs.AI	2606.01725v1	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01725	2026-06-02T04:22:27Z	2026-06-02T04:22:28Z	2026-06-02	2606	2026-06-02	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Characterization of Multi-Model Agentic AI Systems on General Tasks via Trace-Driven Simulation
2026-06-02	papers/2026/06/02/README.md	SF-SPARSEX-SEGMENT-KV	2606.01751	arXiv:2606.01751v1	2026-06-01	2026-06-01T06:12:55Z	2026-06-07T12:43:36Z	cs.PF	2606.01751v2	2026-06-01T20:00:00-04:00	2026-06-02T08:00:00+08:00	2026-06-02	10.48550/arxiv.2606.01751	2026-06-02T04:23:04Z	2026-06-02T04:23:05Z	2026-06-02	2606	2026-06-02	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	SparseX: Efficient Segment-Level KV Cache Sharing for Interleaved LLM Serving
